ONTOLOGY	ID	Description	GeneRatio	BgRatio	pvalue	p.adjust	qvalue	geneID	Count
BP	GO:0090287	regulation of cellular response to growth factor stimulus	104/4942	310/18866	0.002258271085271061	0.03407511771021413	0.027424318287391784	28996/286204/10563/494470/222223/6498/2246/51592/2201/27020/57154/9480/857/200734/26036/57556/1030/4087/23554/25960/51341/147372/659/5579/50515/6664/2887/4015/4089/1003/7046/3175/64102/8862/66000/4681/860/5770/64855/6935/7049/9146/22905/6653/8516/23090/1387/967/858/6425/91851/25778/199731/4488/2297/1745/255743/23411/55816/168667/80139/23625/6422/6386/81848/652/405/3516/5494/63976/55959/7474/7041/2200/94031/58533/81792/348093/8322/9719/2625/9350/57608/54361/8837/64081/402117/4088/54778/135228/8573/3592/3280/493/64094/4853/186/83891/10370/2247/23089/27122/4092/93649	104
BP	GO:0048488	synaptic vesicle endocytosis	27/4942	62/18866	0.0022664038074852403	0.03407511771021413	0.027424318287391784	22871/57030/23208/26052/9829/8867/60/5532/9892/8674/1759/382/114781/8301/6844/29993/22829/808/6857/5874/821/57555/2580/6093/6622/5533/127833	27
BP	GO:0071384	cellular response to corticosteroid stimulus	27/4942	62/18866	0.0022664038074852403	0.03407511771021413	0.027424318287391784	9131/114907/1978/153222/3192/6781/842/358/54206/7332/5978/1906/2322/1244/10018/678/490/1789/687/2908/11214/116/1956/8837/2660/7023/186	27
BP	GO:0140238	presynaptic endocytosis	27/4942	62/18866	0.0022664038074852403	0.03407511771021413	0.027424318287391784	22871/57030/23208/26052/9829/8867/60/5532/9892/8674/1759/382/114781/8301/6844/29993/22829/808/6857/5874/821/57555/2580/6093/6622/5533/127833	27
BP	GO:1901019	regulation of calcium ion transmembrane transporter activity	36/4942	89/18866	0.0023039661340887724	0.034559492011331586	0.02781415215728612	4878/9446/5350/2946/3064/817/2281/2280/1815/84766/785/57620/7531/6786/782/3208/287/84502/54106/784/1756/5142/2332/808/29979/8398/57190/56704/9001/2631/4644/6769/2669/783/10681/6588	36
BP	GO:0002753	cytoplasmic pattern recognition receptor signaling pathway	29/4942	68/18866	0.0023358528080471342	0.03481563219636696	0.0280202987660914	83737/7128/144811/23369/9958/26065/55666/9698/10454/6397/23586/5245/5970/329/55914/26057/90268/7353/55765/7105/4792/3654/81570/26191/23118/54941/8780/26007/64127	29
BP	GO:0007029	endoplasmic reticulum organization	30/4942	71/18866	0.0023546252889766156	0.03481563219636696	0.0280202987660914	65055/55161/57698/84522/64225/3998/7485/9451/858/80124/25923/80856/9217/221035/23344/22931/89866/80346/53407/23471/81488/2580/133022/51308/375056/25956/4644/10890/163590/57003	30
BP	GO:0035690	cellular response to drug	30/4942	71/18866	0.0023546252889766156	0.03481563219636696	0.0280202987660914	4208/5471/3746/7345/4297/9400/8648/5908/7037/5621/5532/5978/1906/7852/5906/9370/22843/969/5142/8091/5563/4659/5530/4830/1956/55696/284996/2203/9647/56833	30
BP	GO:0042063	gliogenesis	103/4942	307/18866	0.002357318101439102	0.03481563219636696	0.0280202987660914	1021/1605/79727/9334/2043/26228/11221/4915/5324/4152/2016/4781/5048/387/4664/2250/3976/3084/5270/9948/7161/92737/9247/6664/8521/6774/5354/10893/4763/5501/23405/6608/4692/4779/3458/5584/7101/3572/135/2119/3953/5663/7124/23512/6692/8893/7852/6659/3845/1436/10810/666/2064/57716/23353/2840/5454/3766/30812/1435/27242/1869/27339/429/5970/1745/11076/27185/6662/8891/5781/57178/51176/8929/5080/7074/93377/5025/116/177/22933/7133/5594/1956/26011/2185/23500/3280/9639/745/9580/10100/4147/23385/10319/23418/2065/1385/4771/482/4602/85414/58158	103
BP	GO:0036465	synaptic vesicle recycling	31/4942	74/18866	0.0023641241352212058	0.03481563219636696	0.0280202987660914	22871/57030/23208/26052/112755/9829/8867/60/5532/9892/8674/1759/382/114781/8301/6844/29993/22829/8546/5864/808/6857/5874/821/57555/2580/6093/6622/5533/127833/9373	31
BP	GO:0043507	positive regulation of JUN kinase activity	31/4942	74/18866	0.0023641241352212058	0.03481563219636696	0.0280202987660914	4296/57551/4294/9839/9175/2043/5609/7786/10746/9043/51495/1857/5770/8792/2074/1906/7124/4217/29969/54106/4293/5058/7474/221472/7074/6416/8322/177/10595/2185/84451	31
BP	GO:0072395	signal transduction involved in cell cycle checkpoint	31/4942	74/18866	0.0023641241352212058	0.03481563219636696	0.0280202987660914	51499/2765/5111/25946/6664/995/4194/835/23019/6659/144455/5934/5325/60561/672/1869/27339/4850/8555/7832/4848/4193/10769/9337/246175/79184/1111/57472/5591/5371/988	31
BP	GO:0086003	cardiac muscle cell contraction	31/4942	74/18866	0.0023641241352212058	0.03481563219636696	0.0280202987660914	6323/5350/775/10021/6327/857/3752/10052/817/6330/6781/2316/3728/2257/287/23704/3753/5142/23171/23327/6331/488/55800/8913/1739/3760/1832/783/23630/776/3764	31
BP	GO:0036124	histone H3-K9 trimethylation	10/4942	16/18866	0.0024031903548849863	0.03515073675188108	0.028289997437953057	4204/6839/51742/57343/23411/10782/5926/79723/55693/546	10
BP	GO:0043981	histone H4-K5 acetylation	10/4942	16/18866	0.0024031903548849863	0.03515073675188108	0.028289997437953057	23338/9767/64769/11143/51230/151050/11091/51147/79960/284058	10
BP	GO:0043982	histone H4-K8 acetylation	10/4942	16/18866	0.0024031903548849863	0.03515073675188108	0.028289997437953057	23338/9767/64769/11143/51230/151050/11091/51147/79960/284058	10
BP	GO:0008645	hexose transmembrane transport	44/4942	114/18866	0.002441601041638096	0.035631942966569505	0.02867728157019629	5167/53916/3643/8218/6272/10776/3479/5579/2887/55625/1909/6506/5458/375611/1432/5584/114882/6253/79602/1906/7124/26060/83667/5906/3667/9370/7525/3952/79058/51763/5781/57761/4205/8013/1389/29988/8660/8682/3099/25999/144195/148808/85414/66035	44
BP	GO:0060443	mammary gland morphogenesis	21/4942	45/18866	0.0024503613445700477	0.035679247956408464	0.028715353547201863	1969/2263/857/3488/367/2119/7421/1436/10718/1435/4488/652/6926/7474/10765/54361/5727/2099/5241/6356/5371	21
BP	GO:0072012	glomerulus vasculature development	14/4942	26/18866	0.002460627352631808	0.03574821535902166	0.028770859855846306	947/3570/1958/8710/6943/284/652/285/7010/8837/7490/3280/4853/80310	14
BP	GO:0060401	cytosolic calcium ion transport	64/4942	178/18866	0.0024863514753832765	0.03604094683487193	0.029006455848051775	578/2903/9446/5350/2946/775/2056/387129/159371/857/25769/5788/148/3064/2534/817/2281/2280/920/930/2905/5621/799/1236/1490/7531/286097/3709/287/84502/490/3358/25998/356/90550/784/55636/56302/1756/3596/492/6543/808/3932/5025/57214/57190/488/56704/4283/2902/825/2185/84959/931/493/9001/27112/4644/55283/6622/7222/5371/2247	64
BP	GO:1901214	regulation of neuron death	107/4942	321/18866	0.002492009824040732	0.03604215550877703	0.02900742861234743	9131/4204/4296/28996/23017/10038/4170/2561/4208/947/4915/2056/387/7786/5465/7159/3162/8883/2534/5538/6774/3134/8831/4763/80315/1958/1630/842/2045/3458/10752/2730/5584/835/5621/135/163/27324/5978/409/23657/5663/55294/7124/4217/6653/3845/666/55626/2668/10018/1201/1435/8301/54583/135112/6418/429/836/1745/2932/1728/23411/356/5071/284/22800/10891/3586/867/3596/23394/7474/10617/7832/6416/2901/58533/11261/8013/2898/2625/7133/2213/128866/389400/10314/2902/2185/148811/408/1718/2353/4544/6093/6622/2065/3725/1385/5063/4436/4602/824/8934/84335/8846/51804	107
BP	GO:0098732	macromolecule deacylation	43/4942	111/18866	0.0025031674160124226	0.036122717286875695	0.029072266300163074	11107/5927/25855/200734/11176/55758/91748/25836/5538/817/2316/10933/1859/51547/9734/3458/604/56916/9374/5599/23409/5978/23408/4287/2005/5245/64426/23411/50943/11076/5563/22933/55170/57708/5587/10129/140701/10014/84945/10943/58489/4752/221477	43
BP	GO:0043583	ear development	78/4942	224/18866	0.0025185904365068396	0.03626433668600605	0.029186244350376995	84189/2561/2043/57053/23322/2263/5629/5048/1301/1889/29/25836/5660/4094/375611/6935/5754/6678/1750/1906/890/157506/7485/9750/11078/8516/5205/220074/3208/79633/10018/80184/64220/7545/10804/55636/168667/7399/6662/652/6299/5781/3516/9132/7474/8929/8575/8100/8013/10736/2625/116039/341640/5594/4358/6385/2487/389207/3280/9321/357/3198/7291/55283/3199/26020/5396/9368/10427/121227/54845/9497/9890/4610/140469/259236/4760/51804	78
BP	GO:0006979	response to oxidative stress	147/4942	458/18866	0.002537218658375244	0.03638748976649371	0.029285360347747532	6772/578/9131/10131/4520/2686/7515/4170/7128/3840/2113/51022/5601/94241/5111/6667/215/253827/50507/7507/51765/3162/2534/53905/79899/948/2281/25824/5660/5034/5445/4779/358/847/5829/2730/5796/3747/8455/114757/5621/5599/1398/2119/2530/133522/1236/4151/5978/54033/9555/10365/2074/23657/5663/1906/55294/55139/7124/890/56616/4217/83667/1894/4521/22925/10516/1244/54583/135112/9370/5598/5970/836/1728/7168/23411/5071/5831/10891/3586/57679/7296/8754/22921/55967/405/10494/10218/4233/4248/8061/221/5563/8575/8428/23135/29979/26034/4193/8013/9973/22933/5594/1956/5587/4700/3417/4358/57190/488/10314/8837/2185/100/1718/2353/5693/51527/3848/1137/79912/7486/2071/5151/3315/87178/29957/1719/6622/10645/3725/80310/5893/2241/140885/2882/50484/10105/27244/57465/5743/5371/4602/824/9588/1612	147
BP	GO:0001763	morphogenesis of a branching structure	71/4942	201/18866	0.002538400291521835	0.03638748976649371	0.029285360347747532	56998/1969/639/5087/9175/1605/2246/2263/79977/5629/2252/9231/8521/4089/25932/5499/1909/6608/2045/367/473/2119/10116/7421/1906/7124/6692/157506/3845/55727/79633/2668/30812/9500/1435/1305/4488/2297/255743/57471/6943/3586/6422/6662/652/6299/3239/5058/6926/51176/7474/4233/10765/10736/80000/54361/7490/1739/5727/2099/6789/9723/186/5241/6356/23129/1950/5371/3237/2247/51804	71
BP	GO:0006024	glycosaminoglycan biosynthetic process	42/4942	108/18866	0.0025638361047908803	0.036670797383789915	0.02951337183507527	8509/11046/9334/9348/6483/1462/10082/10057/6383/79586/50515/83539/84068/1463/4969/63827/26229/8704/3340/9653/1213/64131/92126/2651/284/54480/2132/93010/10331/57214/6385/90161/3038/23169/7358/22856/8702/9953/2331/51363/1950/2262	42
BP	GO:0062237	protein localization to postsynapse	22/4942	48/18866	0.0025913095594618705	0.03698193444132669	0.02976378099783903	2903/1605/10082/1742/112755/10368/388336/3798/2905/5602/1740/3800/5906/23426/23096/2902/9912/27065/1739/59283/3799/8766	22
BP	GO:0007389	pattern specification process	146/4942	455/18866	0.0026459811561840743	0.03767900479015428	0.030324796788819563	56998/3955/7481/28996/286204/60529/3223/9371/9839/64446/5087/79191/4208/2246/92/10959/6092/23322/4038/10637/2263/7479/2016/2066/5991/444/57453/55079/8854/3216/4087/1954/659/2018/3218/8831/6781/324/4089/4222/9355/9421/23314/7046/55502/80055/4223/6608/5992/4681/658/5362/10409/5100/367/3221/6935/4281/3201/4300/7547/4212/5663/1906/56917/6045/55212/2926/79600/23432/3236/10718/2668/1952/64853/7026/429/4488/3219/6496/2297/1745/7545/5125/5081/8553/6422/57669/652/79659/3239/3516/3235/6926/57534/1044/51176/92344/7474/5080/2296/7832/26005/56983/8928/10736/56033/27031/9350/5567/10655/27019/1482/7490/3232/5727/10220/4088/648/54778/57619/23500/3280/51626/79971/10006/4853/22856/204851/23237/3224/64321/3199/22823/9645/6910/5591/10370/3237/5075/3215/10683/4760/9464/23509/54475	146
BP	GO:0070304	positive regulation of stress-activated protein kinase signaling cascade	62/4942	172/18866	0.0026846378068146382	0.03808336605458311	0.03065023460867087	4296/28996/9258/57551/4294/9839/9175/2043/54910/768211/5609/7786/9770/10746/285613/9043/7164/4215/51495/1857/5770/4281/9344/1236/8792/1490/7187/2074/1906/222166/7124/4217/9867/29969/55801/5345/3952/54106/11342/4293/6386/5058/10494/114609/7474/221472/7074/2324/6416/8322/177/23008/2213/55765/10595/2185/84451/388325/5610/64127/9464/7188	62
BP	GO:0072006	nephron development	53/4942	143/18866	0.00268615853378034	0.03808336605458311	0.03065023460867087	56998/6772/7481/5087/79191/4208/2246/947/7369/3976/282679/3570/4089/1958/8710/6608/10409/25937/79633/2668/30812/9500/9370/2297/255743/6943/284/6662/652/6299/342184/285/55959/2296/10736/2625/7010/80000/4358/9788/54361/8837/7490/1739/5727/26249/3280/4853/186/80310/3237/2247/51804	53
BP	GO:0061013	regulation of mRNA catabolic process	73/4942	208/18866	0.002697001893874995	0.03815342941772832	0.030706622967693428	23112/5719/27161/22849/27327/5716/55603/5696/1994/10643/26058/26135/23369/5707/253943/27254/79899/9698/3192/5715/79048/23034/10197/1432/5701/149041/26986/10644/55802/23019/1996/122706/10642/221662/2668/23367/678/1869/6418/5713/8087/5317/5686/4904/114609/23404/2332/5714/7832/54890/5578/7432/9337/5688/246175/5693/23016/55095/284071/51010/5704/6093/3315/87178/54915/169966/5436/10922/5717/7529/166863/10236/10605	73
BP	GO:0043255	regulation of carbohydrate biosynthetic process	39/4942	99/18866	0.002736705223076465	0.03863056608556626	0.031090631849383973	5167/57001/3643/7874/10776/5724/3479/5771/5465/5500/283871/5499/51547/3953/5745/83667/1407/1213/9852/10447/3667/9370/3952/2932/23411/51763/10891/60343/11091/84912/8660/2185/5341/2203/57486/6622/51744/1950/3481	39
BP	GO:0048048	embryonic eye morphogenesis	18/4942	37/18866	0.002782381372078097	0.03894846283481402	0.031346481343670074	28996/8076/2201/5629/2202/8289/6664/6935/6496/64220/6670/7474/5080/2200/65979/668/7291/204851	18
BP	GO:0048846	axon extension involved in axon guidance	18/4942	37/18866	0.002782381372078097	0.03894846283481402	0.031346481343670074	10507/80031/10505/54910/57556/1954/659/10509/6387/6585/8482/91584/1826/7474/9723/54437/9037/6586	18
BP	GO:1902284	neuron projection extension involved in neuron projection guidance	18/4942	37/18866	0.002782381372078097	0.03894846283481402	0.031346481343670074	10507/80031/10505/54910/57556/1954/659/10509/6387/6585/8482/91584/1826/7474/9723/54437/9037/6586	18
BP	GO:0060828	regulation of canonical Wnt signaling pathway	99/4942	295/18866	0.002799457706565324	0.03894846283481402	0.031346481343670074	80351/5719/7481/84133/5716/219771/5696/100113407/4038/7090/2263/53944/857/5707/25960/388336/324/5715/5499/1958/10197/7088/1857/219287/1432/5701/25937/6934/3487/5754/3728/4300/147906/5663/130574/1501/6659/169200/26524/122706/139285/7480/6425/1453/51339/65981/2932/5713/5071/83595/80139/6422/6662/5686/3516/5494/8452/55959/7474/5714/4163/81847/2776/3484/144165/90268/8322/27031/1956/2487/1455/1482/5688/79960/4088/5693/51527/23500/5704/337867/79971/7091/7320/6789/63977/64321/27123/9368/83999/9037/6478/2889/1950/5717/2262/27122/63923/59352/54475	99
BP	GO:0010906	regulation of glucose metabolic process	46/4942	121/18866	0.0028034818745883094	0.03894846283481402	0.031346481343670074	5167/57001/3643/6095/7874/10776/3479/5771/1353/5465/5500/283871/5499/51547/4779/3487/3953/5208/83667/1407/51094/90007/9852/10447/3667/32/9370/3952/2932/23411/5071/5261/51763/10891/60343/10499/80183/10269/11091/84912/8660/8604/2203/57486/85414/3481	46
BP	GO:0031398	positive regulation of protein ubiquitination	46/4942	121/18866	0.0028034818745883094	0.03894846283481402	0.031346481343670074	23640/5716/80762/5601/857/5861/55215/9111/2280/25898/23077/64689/7332/409/9646/55294/91947/55743/1407/139285/672/64844/329/5071/8555/92369/284/85453/56254/7321/8452/57761/57561/144165/29979/55765/166979/408/648/54778/79139/83932/54602/26191/64127/4092	46
BP	GO:0031050	dsRNA processing	24/4942	54/18866	0.0028074220697638565	0.03894846283481402	0.031346481343670074	27161/79727/389421/3181/23369/51490/4087/4613/6774/9698/23405/23264/7124/9612/192669/652/10269/8575/192670/5530/1956/4088/2099/9611	24
BP	GO:0070918	production of small RNA involved in gene silencing by RNA	24/4942	54/18866	0.0028074220697638565	0.03894846283481402	0.031346481343670074	27161/79727/389421/3181/23369/51490/4087/4613/6774/9698/23405/23264/7124/9612/192669/652/10269/8575/192670/5530/1956/4088/2099/9611	24
BP	GO:0034219	carbohydrate transmembrane transport	45/4942	118/18866	0.0028851656030267534	0.03978100102034467	0.03201652428763197	5167/53916/3643/8218/6272/10776/3479/5579/2887/55625/1909/6506/5458/375611/1432/5584/114882/6253/79602/1906/7124/26060/83667/26503/5906/3667/9370/7525/3952/79058/51763/5781/57761/4205/8013/1389/29988/8660/8682/3099/25999/144195/148808/85414/66035	45
BP	GO:0097120	receptor localization to synapse	25/4942	57/18866	0.0028854749154876838	0.03978100102034467	0.03201652428763197	22871/1605/10082/27020/1742/57554/112755/10368/388336/3798/5602/1740/3800/5906/51304/23426/23096/9912/27065/1739/55333/59283/3799/8766/201134	25
BP	GO:0006029	proteoglycan metabolic process	36/4942	90/18866	0.002885891644012629	0.03978100102034467	0.03201652428763197	8509/9348/1462/79586/1301/3479/659/50515/54928/9806/83539/1463/63827/26229/658/6934/9917/3340/9653/64131/92126/54480/2132/55959/81792/6448/2300/90161/23169/2135/7358/22856/10855/9953/266722/51363	36
BP	GO:0043153	entrainment of circadian clock by photoperiod	15/4942	29/18866	0.002919206813891947	0.040069367413612396	0.03224860717637255	9099/5500/5158/5501/5499/220202/1407/283807/8863/1408/64839/54850/8553/221391/5371	15
BP	GO:0090344	negative regulation of cell aging	15/4942	29/18866	0.002919206813891947	0.040069367413612396	0.03224860717637255	1021/10000/4215/604/54708/7014/23411/80317/4904/8091/10769/83596/10135/7291/5591	15
BP	GO:0048864	stem cell development	34/4942	84/18866	0.002964049399907294	0.040555047961851325	0.03263949233938716	10507/9839/80031/10505/54910/2066/8854/3084/57556/5788/6664/1909/10509/6608/8482/84541/124540/1906/157506/2668/30812/6662/652/8929/2296/5594/65979/3280/7291/9723/1910/54437/9037/9464	34
BP	GO:0006023	aminoglycan biosynthetic process	44/4942	115/18866	0.0029671365330171196	0.040555047961851325	0.03263949233938716	8509/11046/9334/9348/6483/1462/10082/10057/6383/79586/50515/83539/84068/1463/4969/63827/26229/8704/3340/9653/1213/64131/92126/2651/284/54480/8706/2132/93010/10331/57214/6385/90161/3038/23169/7358/22856/8702/9953/2331/51363/10317/1950/2262	44
BP	GO:0048194	Golgi vesicle budding	33/4942	81/18866	0.002994423518538847	0.04084166254715959	0.03287016533896851	10959/7039/23243/5861/10483/122553/55204/3998/56681/10802/5584/64689/9218/90411/1294/10282/54732/6811/1453/8615/22937/9217/8452/55291/10484/89866/51128/26286/375056/25956/10427/10972/1075	33
BP	GO:0034394	protein localization to cell surface	28/4942	66/18866	0.0030187898934787797	0.04092515868215523	0.03293736465435638	7481/23062/2066/57154/2252/2824/57120/2316/23484/2013/5796/54741/7124/382/10516/287/8301/79608/2207/284/8546/23171/23327/9777/88/23245/26154/1950	28
BP	GO:0072210	metanephric nephron development	19/4942	40/18866	0.003025161203694579	0.04092515868215523	0.03293736465435638	6772/947/3976/1958/6608/2668/30812/9370/2297/6943/6662/652/6299/342184/10736/54361/7490/3280/186	19
BP	GO:1902991	regulation of amyloid precursor protein catabolic process	19/4942	40/18866	0.003025161203694579	0.04092515868215523	0.03293736465435638	2043/4915/114134/6667/3479/2280/3458/5621/2319/7124/6653/8301/5970/836/1942/177/9001/6093/10972	19
BP	GO:0099518	vesicle cytoskeletal trafficking	31/4942	75/18866	0.0030330614920985382	0.04092515868215523	0.03293736465435638	9371/5048/80128/5861/8976/23095/3064/146439/26985/3798/4133/22906/8120/388552/1201/84062/8546/6845/10749/8499/79443/11127/55330/3799/9001/92558/4644/26258/81565/55088/23291	31
